level	targets	status	latestReview	prerequisites	nextAction
file	src/quirk/quirk_actions.zig	pending			Read and review the complete scope.
file	src/quirk/quirk_json.zig	pending			Read and review the complete scope.
file	src/quirk/runtime.zig	pending			Read and review the complete scope.
file	src/quirk/toggle_registry.zig	pending			Read and review the complete scope.
file	src/runtime/cache/pipeline_cache.zig	pending			Read and review the complete scope.
file	src/runtime/callback_dispatch.zig	pending			Read and review the complete scope.
file	src/runtime/device/multi_adapter.zig	pending			Read and review the complete scope.
file	src/runtime/diagnostics/error_scope.zig	pending			Read and review the complete scope.
file	src/runtime/env_flags.zig	pending			Read and review the complete scope.
file	src/runtime/execution.zig	pending			Read and review the complete scope.
file	src/runtime/execution_receipt.zig	pending			Read and review the complete scope.
file	src/runtime/mod.zig	pending			Read and review the complete scope.
file	src/runtime/numeric_stability/mod.zig	pending			Read and review the complete scope.
file	src/runtime/numeric_stability/policy.zig	pending			Read and review the complete scope.
file	src/runtime/numeric_stability/runtime.zig	pending			Read and review the complete scope.
file	src/runtime/numeric_stability/runtime_decode.zig	pending			Read and review the complete scope.
file	src/runtime/numeric_stability/runtime_eval.zig	pending			Read and review the complete scope.
file	src/runtime/numeric_stability/runtime_plan.zig	pending			Read and review the complete scope.
file	src/runtime/numeric_stability/service/numeric_stability.zig	pending			Read and review the complete scope.
file	src/runtime/numeric_stability/service/numeric_stability_eval.zig	pending			Read and review the complete scope.
file	src/runtime/numeric_stability/service/numeric_stability_io.zig	pending			Read and review the complete scope.
file	src/runtime/numeric_stability/service/numeric_stability_types.zig	pending			Read and review the complete scope.
file	src/runtime/numeric_stability/trace_meta.zig	pending			Read and review the complete scope.
file	src/runtime/output_oracle.zig	pending			Read and review the complete scope.
file	src/runtime/pipeline_singleflight.zig	pending			Read and review the complete scope.
file	src/runtime/process_roots.zig	pending			Read and review the complete scope.
file	src/runtime/queue/gpu_timeline.zig	pending			Read and review the complete scope.
file	src/runtime/queue/multi_queue.zig	pending			Read and review the complete scope.
file	src/runtime/render/render_bundle.zig	pending			Read and review the complete scope.
file	src/runtime/security/wgpu_sandbox_guard.zig	pending			Read and review the complete scope.
file	src/runtime/simd/f32_ops.zig	pending			Read and review the complete scope.
file	src/runtime/task_pool.zig	pending			Read and review the complete scope.
file	src/runtime/trace/command_output.zig	pending			Read and review the complete scope.
file	src/runtime/trace/operator_artifacts.zig	pending			Read and review the complete scope.
file	src/runtime/trace/replay.zig	pending			Read and review the complete scope.
file	src/runtime/trace/trace.zig	pending			Read and review the complete scope.
file	src/runtime/trace/trace_determinism.zig	pending			Read and review the complete scope.
file	src/runtime/trace/trace_jsonl_emit.zig	pending			Read and review the complete scope.
file	src/runtime/trace/trace_text.zig	pending			Read and review the complete scope.
file	src/spatial/csl/csl_bundle_emitter.zig	pending			Read and review the complete scope.
file	src/spatial/csl/csl_dense_gemv_host_plan.zig	pending			Read and review the complete scope.
file	src/spatial/csl/csl_host_plan_bindings.zig	pending			Read and review the complete scope.
file	src/spatial/csl/csl_host_plan_materialize.zig	pending			Read and review the complete scope.
file	src/spatial/csl/csl_host_plan_tool.zig	pending			Read and review the complete scope.
file	src/spatial/csl/csl_host_plan_tool_config.zig	pending			Read and review the complete scope.
file	src/spatial/csl/csl_pe_program_metadata.zig	pending			Read and review the complete scope.
file	src/spatial/csl/csl_sim_runner.zig	pending			Read and review the complete scope.
file	src/tooling/tooling_io_context.zig	pending			Read and review the complete scope.
file	src/verification/lean_proof.zig	pending			Read and review the complete scope.
file	test_suite.zig	pending			Read and review the complete scope.
file	test_suite_core.zig	pending			Read and review the complete scope.
file	test_suite_d3d12.zig	pending			Read and review the complete scope.
file	test_suite_full.zig	pending			Read and review the complete scope.
file	test_suite_wgsl.zig	pending			Read and review the complete scope.
file	tests/backend/backend_identity_test.zig	pending			Read and review the complete scope.
file	tests/backend/backend_runtime_config_policy_test.zig	pending			Read and review the complete scope.
file	tests/backend/backend_runtime_policy_test.zig	pending			Read and review the complete scope.
file	tests/backend/backend_selection_policy_test.zig	pending			Read and review the complete scope.
file	tests/backend/backend_telemetry_test.zig	pending			Read and review the complete scope.
file	tests/backend/backend_vulkan_doe_app_lane_policy_test.zig	pending			Read and review the complete scope.
file	tests/backend/common_artifact_meta_test.zig	pending			Read and review the complete scope.
file	tests/backend/common_capabilities_test.zig	pending			Read and review the complete scope.
file	tests/backend/common_command_info_test.zig	pending			Read and review the complete scope.
file	tests/backend/common_errors_test.zig	pending			Read and review the complete scope.
file	tests/backend/common_timing_test.zig	pending			Read and review the complete scope.
file	tests/backend/d3d12_descriptors_formats_test.zig	pending			Read and review the complete scope.
file	tests/backend/metal_pipeline_cache_test.zig	pending			Read and review the complete scope.
file	tests/backend/vulkan_upload_test.zig	pending			Read and review the complete scope.
file	tests/core/capability_runtime_test.zig	pending			Read and review the complete scope.
file	tests/core/command_json_test.zig	pending			Read and review the complete scope.
file	tests/core/command_scope_test.zig	pending			Read and review the complete scope.
file	tests/core/dispatch_preconditions_test.zig	pending			Read and review the complete scope.
file	tests/core/doe_shader_native_test.zig	pending			Read and review the complete scope.
file	tests/core/error_scope_test.zig	pending			Read and review the complete scope.
file	tests/core/execution_test.zig	pending			Read and review the complete scope.
file	tests/core/gpu_timeline_test.zig	pending			Read and review the complete scope.
file	tests/core/handle_safety_test.zig	pending			Read and review the complete scope.
file	tests/core/hexagonal_architecture_test.zig	pending			Read and review the complete scope.
file	tests/core/hexagonal_composition_test.zig	pending			Read and review the complete scope.
file	tests/core/hlsl_subsystem_test.zig	pending			Read and review the complete scope.
file	tests/core/lean_proof_application_test.zig	pending			Read and review the complete scope.
file	tests/core/lean_proof_test.zig	pending			Read and review the complete scope.
file	tests/core/model_test.zig	pending			Read and review the complete scope.
file	tests/core/msl_subsystem_test.zig	pending			Read and review the complete scope.
file	tests/core/multi_adapter_test.zig	pending			Read and review the complete scope.
file	tests/core/multi_queue_test.zig	pending			Read and review the complete scope.
file	tests/core/native_api_core_test.zig	pending			Read and review the complete scope.
file	tests/core/native_shader_render_test.zig	pending			Read and review the complete scope.
file	tests/core/pipeline_cache_test.zig	pending			Read and review the complete scope.
file	tests/core/precompiled_shader_test.zig	pending			Read and review the complete scope.
file	tests/core/proof_matching_test.zig	pending			Read and review the complete scope.
file	tests/core/quirk_registry_build_test.zig	pending			Read and review the complete scope.
file	tests/core/remaining_modules_test.zig	pending			Read and review the complete scope.
file	tests/core/render_bundle_test.zig	pending			Read and review the complete scope.
file	tests/core/runtime_integration_test.zig	pending			Read and review the complete scope.
file	tests/core/spirv_subsystem_test.zig	pending			Read and review the complete scope.
file	tests/core/surface_test.zig	pending			Read and review the complete scope.
file	tests/core/trace_test.zig	pending			Read and review the complete scope.
file	tests/core/webgpu_ffi_test.zig	pending			Read and review the complete scope.
file	tests/core/webgpu_generated_abi_test.zig	pending			Read and review the complete scope.
file	tests/core/wgpu_resources_test.zig	pending			Read and review the complete scope.
file	tests/core/wgsl_cross_backend_test.zig	pending			Read and review the complete scope.
file	tests/core/wgsl_parser_ir_test.zig	pending			Read and review the complete scope.
file	tests/d3d12/d3d12_mod_integration_test.zig	pending			Read and review the complete scope.
file	tests/d3d12/d3d12_mod_test_support.zig	pending			Read and review the complete scope.
file	tests/d3d12/d3d12_native_unit_test.zig	pending			Read and review the complete scope.
file	tests/d3d12/d3d12_timing_semantics_test.zig	pending			Read and review the complete scope.
file	tests/dropin/dropin_behavior_policy_test.zig	pending			Read and review the complete scope.
file	tests/dropin/dropin_loader_test.zig	pending			Read and review the complete scope.
file	tests/dropin/dropin_proc_manifest_test.zig	pending			Read and review the complete scope.
file	tests/dropin/dropin_router_test.zig	pending			Read and review the complete scope.
file	tests/dropin/dropin_symbol_ownership_test.zig	pending			Read and review the complete scope.
file	tests/full/command_scope_test.zig	pending			Read and review the complete scope.
file	tests/full/surface_api_test.zig	pending			Read and review the complete scope.
file	tests/metal/metal_library_cache_test.zig	pending			Read and review the complete scope.
file	tests/metal/metal_mod_integration_test.zig	pending			Read and review the complete scope.
file	tests/metal/metal_native_unit_test.zig	pending			Read and review the complete scope.
file	tests/metal/metal_render_state_test.zig	pending			Read and review the complete scope.
file	tests/metal/metal_resources_test.zig	pending			Read and review the complete scope.
file	tests/metal/metal_timing_semantics_test.zig	pending			Read and review the complete scope.
file	tests/modules/module_promotions_test.zig	pending			Read and review the complete scope.
file	tests/support/provider_harness.zig	pending			Read and review the complete scope.
file	tests/vulkan/vulkan_mod_integration_test.zig	pending			Read and review the complete scope.
file	tests/vulkan/vulkan_mod_test_support.zig	pending			Read and review the complete scope.
file	tests/vulkan/vulkan_native_runtime_test.zig	pending			Read and review the complete scope.
file	tests/vulkan/vulkan_native_unit_test.zig	pending			Read and review the complete scope.
file	tests/vulkan/vulkan_render_pipeline_test.zig	pending			Read and review the complete scope.
file	tests/vulkan/vulkan_timing_semantics_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/coverage_builtin_spec_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/coverage_builtin_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/coverage_expr_stmt_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/coverage_resource_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/coverage_stage_texture_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/coverage_type_decl_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/emit_csl_builtin_shim_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/emit_csl_classify_reduction_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/emit_csl_classify_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/emit_csl_exec_v1_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/emit_csl_ir_walk_loop_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/emit_csl_matmul_q4k_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/emit_csl_reduction_layout_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/emit_dxil_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/emit_hlsl_codegen_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/emit_hlsl_map_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/emit_hlsl_stage_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/emit_spirv_builder_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/emit_spirv_builtin_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/emit_spirv_if_termination_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/emit_spirv_mixed_binary_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/emit_spirv_stage_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/exec_v1_paired_gate_canary_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/ir_transform_float_fusion_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/ir_transform_robustness_guard_alias_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/ir_transform_robustness_resource_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/ir_transform_robustness_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/ir_transform_robustness_test_support.zig	pending			Read and review the complete scope.
file	tests/wgsl/mod_api_proof_preconditions_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/mod_api_stage_and_pointer_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/mod_api_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/mod_api_test_support.zig	pending			Read and review the complete scope.
file	tests/wgsl/mod_api_translation_basics_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/mod_backend_translation_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/mod_bounds_local_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/mod_bounds_loop_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/mod_bounds_tiled_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/mod_cslc_validate_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/mod_dxil_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/mod_error_contract_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/mod_feature_translation_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/mod_override_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/runtime_compile_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/shader_emit_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/shader_emit_test_support.zig	pending			Read and review the complete scope.
file	tests/wgsl/shader_sema_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/translation_facade_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/translation_test_support.zig	pending			Read and review the complete scope.
file	tests/wgsl/tsir_digest_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/tsir_emit_backend_skeleton_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/tsir_emit_csl_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/tsir_emit_kernel_body_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/tsir_emit_webgpu_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/tsir_frontend_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/tsir_pipeline_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/tsir_planner_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/tsir_reference_interpreter_test.zig	pending			Read and review the complete scope.
file	tests/wgsl/tsir_scaffold_test.zig	pending			Read and review the complete scope.
file	tools/source_ast_inventory.zig	pending			Read and review the complete scope.
directory	.	pending		file:build.zig;file:test_suite.zig;file:test_suite_core.zig;file:test_suite_d3d12.zig;file:test_suite_full.zig;file:test_suite_wgsl.zig	Read and review the complete scope.
directory	bench	pending			Read and review the complete scope.
directory	bench/compiler	pending		file:bench/compiler/bench.zig;file:bench/compiler/bench_compilation.zig	Read and review the complete scope.
directory	bench/entrypoints	pending		file:bench/entrypoints/metal_compute_bench.zig;file:bench/entrypoints/metal_staged_write_bench.zig;file:bench/entrypoints/runtime_compile_report.zig	Read and review the complete scope.
directory	bench/host_hotpath	pending		file:bench/host_hotpath/host_hotpath_bench.zig;file:bench/host_hotpath/host_hotpath_bench_cases.zig;file:bench/host_hotpath/host_hotpath_bench_lexer.zig;file:bench/host_hotpath/host_hotpath_bench_support.zig	Read and review the complete scope.
directory	src	pending		file:src/mod.zig	Read and review the complete scope.
directory	src/app	pending		file:src/app/mod.zig;file:src/app/prepare.zig;file:src/app/request.zig;file:src/app/runner.zig	Read and review the complete scope.
directory	src/backend	pending		file:src/backend/backend_policy.zig;file:src/backend/backend_telemetry.zig;file:src/backend/dawn_delegate_backend.zig;file:src/backend/dropin_capabilities.zig;file:src/backend/dropin_external_texture.zig;file:src/backend/dropin_lifecycle.zig;file:src/backend/dropin_pipeline_cache.zig;file:src/backend/dropin_queue_submit.zig;file:src/backend/dropin_render_state.zig;file:src/backend/dropin_resource_ops.zig;file:src/backend/dropin_surface_ops.zig;file:src/backend/metal_package_pipeline_cache.zig;file:src/backend/webgpu_backend.zig;file:src/backend/webgpu_backend_lifecycle.zig;file:src/backend/webgpu_backend_ops.zig;file:src/backend/webgpu_backend_support.zig;file:src/backend/webgpu_backend_types.zig	Read and review the complete scope.
directory	src/backend/common	pending		file:src/backend/common/artifact_policy.zig;file:src/backend/common/artifact_state.zig;file:src/backend/common/path_utils.zig;file:src/backend/common/shader_artifact_manifest.zig;file:src/backend/common/submit_count_policy.zig;file:src/backend/common/timing.zig	Read and review the complete scope.
directory	src/backend/d3d12	pending		file:src/backend/d3d12/artifact_emit.zig;file:src/backend/d3d12/d3d12_bridge_decls.zig;file:src/backend/d3d12/d3d12_constants.zig;file:src/backend/d3d12/d3d12_descriptors.zig;file:src/backend/d3d12/d3d12_device_caps.zig;file:src/backend/d3d12/d3d12_formats.zig;file:src/backend/d3d12/d3d12_native_runtime.zig;file:src/backend/d3d12/d3d12_query_set.zig;file:src/backend/d3d12/d3d12_runtime_compute.zig;file:src/backend/d3d12/d3d12_runtime_upload.zig;file:src/backend/d3d12/mod.zig	Read and review the complete scope.
directory	src/backend/d3d12/commands	pending		file:src/backend/d3d12/commands/d3d12_async_diagnostics.zig;file:src/backend/d3d12/commands/d3d12_dispatch.zig;file:src/backend/d3d12/commands/d3d12_gpu_timestamps.zig;file:src/backend/d3d12/commands/d3d12_map_async.zig;file:src/backend/d3d12/commands/d3d12_native_render_pass.zig;file:src/backend/d3d12/commands/d3d12_render.zig;file:src/backend/d3d12/commands/d3d12_render_bind_groups.zig;file:src/backend/d3d12/commands/d3d12_render_vertex.zig;file:src/backend/d3d12/commands/d3d12_streaming_copy.zig	Read and review the complete scope.
directory	src/backend/d3d12/resources	pending		file:src/backend/d3d12/resources/d3d12_depth_stencil.zig;file:src/backend/d3d12/resources/d3d12_sampler.zig;file:src/backend/d3d12/resources/d3d12_texture.zig;file:src/backend/d3d12/resources/d3d12_texture_view.zig	Read and review the complete scope.
directory	src/backend/d3d12/surface	pending		file:src/backend/d3d12/surface/d3d12_surface.zig	Read and review the complete scope.
directory	src/backend/metal	pending		file:src/backend/metal/artifact_emit.zig;file:src/backend/metal/backend_execute.zig;file:src/backend/metal/metal_async_runtime.zig;file:src/backend/metal/metal_bridge_decls.zig;file:src/backend/metal/metal_buffer_pool.zig;file:src/backend/metal/metal_cleanup.zig;file:src/backend/metal/metal_copy_runtime.zig;file:src/backend/metal/metal_deferred_release.zig;file:src/backend/metal/metal_dispatch_runtime.zig;file:src/backend/metal/metal_external_texture.zig;file:src/backend/metal/metal_gpu_timestamps.zig;file:src/backend/metal/metal_kernel_dispatch.zig;file:src/backend/metal/metal_native_runtime.zig;file:src/backend/metal/metal_pipeline_cache.zig;file:src/backend/metal/metal_render_state_bridge_decls.zig;file:src/backend/metal/metal_resource_commands.zig;file:src/backend/metal/metal_runtime_limits.zig;file:src/backend/metal/metal_runtime_queue_ops.zig;file:src/backend/metal/metal_runtime_render_ops.zig;file:src/backend/metal/metal_runtime_resources.zig;file:src/backend/metal/metal_surface_runtime.zig;file:src/backend/metal/metal_upload.zig;file:src/backend/metal/mod.zig;file:src/backend/metal/render_state.zig	Read and review the complete scope.
directory	src/backend/ports	pending		file:src/backend/ports/capture.zig;file:src/backend/ports/compute.zig;file:src/backend/ports/factory.zig;file:src/backend/ports/lifecycle.zig;file:src/backend/ports/mod.zig;file:src/backend/ports/provider_adapter.zig;file:src/backend/ports/queue.zig;file:src/backend/ports/readback.zig;file:src/backend/ports/render.zig;file:src/backend/ports/resource.zig;file:src/backend/ports/spatial.zig;file:src/backend/ports/surface.zig;file:src/backend/ports/telemetry.zig;file:src/backend/ports/transfer.zig	Read and review the complete scope.
directory	src/backend/vulkan	pending		file:src/backend/vulkan/artifact_emit.zig;file:src/backend/vulkan/backend_execute.zig;file:src/backend/vulkan/mod.zig;file:src/backend/vulkan/native_runtime.zig;file:src/backend/vulkan/vk_adapter_probe.zig;file:src/backend/vulkan/vk_async_dispatch.zig;file:src/backend/vulkan/vk_async_probes.zig;file:src/backend/vulkan/vk_capability_structs.zig;file:src/backend/vulkan/vk_command_buffers.zig;file:src/backend/vulkan/vk_compute_program.zig;file:src/backend/vulkan/vk_compute_sync.zig;file:src/backend/vulkan/vk_constants.zig;file:src/backend/vulkan/vk_descriptor_identity.zig;file:src/backend/vulkan/vk_descriptors.zig;file:src/backend/vulkan/vk_device.zig;file:src/backend/vulkan/vk_device_caps.zig;file:src/backend/vulkan/vk_dispatch_indirect.zig;file:src/backend/vulkan/vk_dispatch_repeat.zig;file:src/backend/vulkan/vk_feature_caps.zig;file:src/backend/vulkan/vk_feature_probe.zig;file:src/backend/vulkan/vk_formats.zig;file:src/backend/vulkan/vk_functions.zig;file:src/backend/vulkan/vk_memory_policy.zig;file:src/backend/vulkan/vk_metrics.zig;file:src/backend/vulkan/vk_pipeline.zig;file:src/backend/vulkan/vk_pipeline_cache.zig;file:src/backend/vulkan/vk_pipeline_cache_persistent.zig;file:src/backend/vulkan/vk_render.zig;file:src/backend/vulkan/vk_render_pipeline.zig;file:src/backend/vulkan/vk_resources.zig;file:src/backend/vulkan/vk_runtime_probe_ops.zig;file:src/backend/vulkan/vk_runtime_surface_ops.zig;file:src/backend/vulkan/vk_samplers.zig;file:src/backend/vulkan/vk_shader_source.zig;file:src/backend/vulkan/vk_shared_pipeline.zig;file:src/backend/vulkan/vk_spirv_inspect.zig;file:src/backend/vulkan/vk_structs.zig;file:src/backend/vulkan/vk_sync.zig;file:src/backend/vulkan/vk_texture_commands.zig;file:src/backend/vulkan/vk_timestamp.zig;file:src/backend/vulkan/vk_upload.zig;file:src/backend/vulkan/vulkan_errors.zig;file:src/backend/vulkan/vulkan_surface.zig;file:src/backend/vulkan/vulkan_timing.zig;file:src/backend/vulkan/vulkan_types.zig	Read and review the complete scope.
directory	src/cli	pending		file:src/cli/doe_plan_executor_cli.zig;file:src/cli/module_runner_cli.zig;file:src/cli/runtime_cli.zig;file:src/cli/runtime_cli_args.zig;file:src/cli/runtime_cli_artifacts.zig;file:src/cli/runtime_cli_inputs.zig;file:src/cli/runtime_cli_samples.zig	Read and review the complete scope.
directory	src/cli/entrypoints	pending		file:src/cli/entrypoints/main.zig;file:src/cli/entrypoints/main_doe_plan_executor.zig;file:src/cli/entrypoints/main_emit_csl.zig;file:src/cli/entrypoints/main_emit_dxil.zig;file:src/cli/entrypoints/main_emit_hlsl.zig;file:src/cli/entrypoints/main_emit_ir_digest.zig;file:src/cli/entrypoints/main_emit_msl.zig;file:src/cli/entrypoints/main_emit_spirv.zig;file:src/cli/entrypoints/main_emit_tsir_attention_canary.zig;file:src/cli/entrypoints/main_usage.zig;file:src/cli/entrypoints/main_webgpu_plan_executor.zig;file:src/cli/entrypoints/module_runner.zig	Read and review the complete scope.
directory	src/command	pending		file:src/command/command_json.zig;file:src/command/command_json_extra.zig;file:src/command/command_json_raw.zig;file:src/command/command_kind.zig;file:src/command/command_parse_copy.zig;file:src/command/command_parse_dispatch.zig;file:src/command/command_parse_helpers.zig;file:src/command/command_parse_render.zig;file:src/command/command_stream.zig	Read and review the complete scope.
directory	src/compat	pending		file:src/compat/webgpu_ffi.zig	Read and review the complete scope.
directory	src/compiler	pending		file:src/compiler/mod.zig	Read and review the complete scope.
directory	src/compiler/targets	pending		file:src/compiler/targets/mod.zig;file:src/compiler/targets/msl.zig;file:src/compiler/targets/spir_v.zig;file:src/compiler/targets/types.zig;file:src/compiler/targets/webgpu_generic.zig;file:src/compiler/targets/wse3.zig	Read and review the complete scope.
directory	src/compiler/tsir	pending		file:src/compiler/tsir/collective_synthesis.zig;file:src/compiler/tsir/digest.zig;file:src/compiler/tsir/emit_csl.zig;file:src/compiler/tsir/emit_csl_f16_pack.zig;file:src/compiler/tsir/emit_dtype_routing.zig;file:src/compiler/tsir/emit_dxil.zig;file:src/compiler/tsir/emit_kernel_body.zig;file:src/compiler/tsir/emit_kernel_body_attention.zig;file:src/compiler/tsir/emit_kernel_body_conv1d.zig;file:src/compiler/tsir/emit_kernel_body_gated.zig;file:src/compiler/tsir/emit_kernel_body_kv.zig;file:src/compiler/tsir/emit_kernel_body_l2_normalize.zig;file:src/compiler/tsir/emit_kernel_body_linear_attention.zig;file:src/compiler/tsir/emit_kernel_context.zig;file:src/compiler/tsir/emit_msl.zig;file:src/compiler/tsir/emit_semantic_metadata.zig;file:src/compiler/tsir/emit_spir_v.zig;file:src/compiler/tsir/emit_text_skeleton.zig;file:src/compiler/tsir/emit_webgpu.zig;file:src/compiler/tsir/family_hint.zig;file:src/compiler/tsir/frontend.zig;file:src/compiler/tsir/frontend_body.zig;file:src/compiler/tsir/frontend_collectives.zig;file:src/compiler/tsir/frontend_expr.zig;file:src/compiler/tsir/frontend_rejections.zig;file:src/compiler/tsir/frontend_types.zig;file:src/compiler/tsir/mod.zig;file:src/compiler/tsir/planner.zig;file:src/compiler/tsir/planner_support.zig;file:src/compiler/tsir/reference_extended_ops.zig;file:src/compiler/tsir/reference_inputs.zig;file:src/compiler/tsir/reference_interpreter.zig;file:src/compiler/tsir/reference_reduction.zig;file:src/compiler/tsir/reference_scalar.zig;file:src/compiler/tsir/reference_types.zig;file:src/compiler/tsir/schema.zig	Read and review the complete scope.
directory	src/compiler/tsir/tools	pending		file:src/compiler/tsir/tools/tsir_bootstrap_manifest_inputs.zig;file:src/compiler/tsir/tools/tsir_bootstrap_oracle.zig	Read and review the complete scope.
directory	src/compiler/wgsl	pending		file:src/compiler/wgsl/mod.zig	Read and review the complete scope.
directory	src/compiler/wgsl/emit	pending		file:src/compiler/wgsl/emit/operator_text.zig;file:src/compiler/wgsl/emit/toolchain.zig	Read and review the complete scope.
directory	src/compiler/wgsl/emit/csl	pending		file:src/compiler/wgsl/emit/csl/csl_compile_sections.zig;file:src/compiler/wgsl/emit/csl/csl_spec.zig;file:src/compiler/wgsl/emit/csl/csl_storage_emit.zig;file:src/compiler/wgsl/emit/csl/csl_text_buffer.zig;file:src/compiler/wgsl/emit/csl/emit_csl.zig;file:src/compiler/wgsl/emit/csl/emit_csl_attention.zig;file:src/compiler/wgsl/emit/csl/emit_csl_classify.zig;file:src/compiler/wgsl/emit/csl/emit_csl_core.zig;file:src/compiler/wgsl/emit/csl/emit_csl_dense_gemv.zig;file:src/compiler/wgsl/emit/csl/emit_csl_dequant.zig;file:src/compiler/wgsl/emit/csl/emit_csl_elementwise.zig;file:src/compiler/wgsl/emit/csl/emit_csl_exec_v1.zig;file:src/compiler/wgsl/emit/csl/emit_csl_fused.zig;file:src/compiler/wgsl/emit/csl/emit_csl_fused_ffn.zig;file:src/compiler/wgsl/emit/csl/emit_csl_gather.zig;file:src/compiler/wgsl/emit/csl/emit_csl_host.zig;file:src/compiler/wgsl/emit/csl/emit_csl_host_compile_rewrite.zig;file:src/compiler/wgsl/emit/csl/emit_csl_host_compile_source.zig;file:src/compiler/wgsl/emit/csl/emit_csl_host_plan.zig;file:src/compiler/wgsl/emit/csl/emit_csl_host_runtime.zig;file:src/compiler/wgsl/emit/csl/emit_csl_ir_walk.zig;file:src/compiler/wgsl/emit/csl/emit_csl_kv_cache.zig;file:src/compiler/wgsl/emit/csl/emit_csl_layout.zig;file:src/compiler/wgsl/emit/csl/emit_csl_linear_attn.zig;file:src/compiler/wgsl/emit/csl/emit_csl_maps.zig;file:src/compiler/wgsl/emit/csl/emit_csl_matmul.zig;file:src/compiler/wgsl/emit/csl/emit_csl_matmul_q4k.zig;file:src/compiler/wgsl/emit/csl/emit_csl_mem_plan.zig;file:src/compiler/wgsl/emit/csl/emit_csl_reduce_dist.zig;file:src/compiler/wgsl/emit/csl/emit_csl_reduction.zig;file:src/compiler/wgsl/emit/csl/emit_csl_rmsnorm_pack.zig;file:src/compiler/wgsl/emit/csl/emit_csl_rope.zig;file:src/compiler/wgsl/emit/csl/emit_csl_sample.zig;file:src/compiler/wgsl/emit/csl/emit_csl_semantic_ops.zig;file:src/compiler/wgsl/emit/csl/emit_csl_simulator.zig;file:src/compiler/wgsl/emit/csl/emit_csl_toolchain.zig;file:src/compiler/wgsl/emit/csl/emit_csl_validate.zig	Read and review the complete scope.
directory	src/compiler/wgsl/emit/dxil	pending		file:src/compiler/wgsl/emit/dxil/dxil_bitcode.zig;file:src/compiler/wgsl/emit/dxil/dxil_builder.zig;file:src/compiler/wgsl/emit/dxil/dxil_container.zig;file:src/compiler/wgsl/emit/dxil/dxil_serialize.zig;file:src/compiler/wgsl/emit/dxil/dxil_spec.zig;file:src/compiler/wgsl/emit/dxil/dxil_validate.zig;file:src/compiler/wgsl/emit/dxil/emit_dxil.zig;file:src/compiler/wgsl/emit/dxil/emit_dxil_native.zig	Read and review the complete scope.
